MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20250527,46121,Todd County,SD,0.00,100.00,56.97,0.00,0.00,0.00,2025-05-27,2025-06-02,1
20250520,46121,Todd County,SD,0.00,100.00,56.97,0.00,0.00,0.00,2025-05-20,2025-05-26,1
20250513,46121,Todd County,SD,0.00,100.00,100.00,56.97,0.00,0.00,2025-05-13,2025-05-19,1
20250506,46121,Todd County,SD,0.00,100.00,100.00,56.97,0.00,0.00,2025-05-06,2025-05-12,1
20250429,46121,Todd County,SD,0.00,100.00,100.00,56.97,0.00,0.00,2025-04-29,2025-05-05,1
20250422,46121,Todd County,SD,0.00,100.00,100.00,100.00,0.00,0.00,2025-04-22,2025-04-28,1
20250415,46121,Todd County,SD,0.00,100.00,100.00,100.00,0.00,0.00,2025-04-15,2025-04-21,1
20250408,46121,Todd County,SD,0.00,100.00,100.00,100.00,0.00,0.00,2025-04-08,2025-04-14,1
20250401,46121,Todd County,SD,0.00,100.00,100.00,100.00,78.59,0.00,2025-04-01,2025-04-07,1
20250325,46121,Todd County,SD,0.00,100.00,100.00,100.00,78.59,0.00,2025-03-25,2025-03-31,1
20250318,46121,Todd County,SD,0.00,100.00,100.00,100.00,78.59,0.00,2025-03-18,2025-03-24,1
20250311,46121,Todd County,SD,0.00,100.00,100.00,100.00,78.59,0.00,2025-03-11,2025-03-17,1
20250304,46121,Todd County,SD,0.00,100.00,100.00,100.00,79.05,0.00,2025-03-04,2025-03-10,1
20250225,46121,Todd County,SD,0.00,100.00,100.00,100.00,79.05,0.00,2025-02-25,2025-03-03,1
20250218,46121,Todd County,SD,0.00,100.00,100.00,100.00,79.05,0.00,2025-02-18,2025-02-24,1
20250211,46121,Todd County,SD,0.00,100.00,100.00,100.00,79.05,0.00,2025-02-11,2025-02-17,1
20250204,46121,Todd County,SD,0.00,100.00,100.00,100.00,79.05,0.00,2025-02-04,2025-02-10,1
20250128,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2025-01-28,2025-02-03,1
20250121,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2025-01-21,2025-01-27,1
20250114,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2025-01-14,2025-01-20,1
20250107,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2025-01-07,2025-01-13,1
20241231,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-12-31,2025-01-06,1
20241224,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-12-24,2024-12-30,1
20241217,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-12-17,2024-12-23,1
20241210,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-12-10,2024-12-16,1
20241203,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-12-03,2024-12-09,1
20241126,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-11-26,2024-12-02,1
20241119,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-11-19,2024-11-25,1
20241112,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-11-12,2024-11-18,1
20241105,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-11-05,2024-11-11,1
20241029,46121,Todd County,SD,0.00,100.00,100.00,100.00,40.98,0.00,2024-10-29,2024-11-04,1
20241022,46121,Todd County,SD,0.00,100.00,100.00,84.21,0.00,0.00,2024-10-22,2024-10-28,1
20241015,46121,Todd County,SD,0.00,100.00,100.00,84.21,0.00,0.00,2024-10-15,2024-10-21,1
20241008,46121,Todd County,SD,0.00,100.00,100.00,83.93,0.00,0.00,2024-10-08,2024-10-14,1
20241001,46121,Todd County,SD,0.00,100.00,99.14,27.35,0.00,0.00,2024-10-01,2024-10-07,1
20240924,46121,Todd County,SD,0.00,100.00,98.77,27.35,0.00,0.00,2024-09-24,2024-09-30,1
20240917,46121,Todd County,SD,0.00,100.00,94.03,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,46121,Todd County,SD,0.00,100.00,94.71,0.00,0.00,0.00,2024-09-10,2024-09-16,1
20240903,46121,Todd County,SD,0.00,100.00,94.59,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,46121,Todd County,SD,1.75,98.25,85.19,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,46121,Todd County,SD,1.95,98.05,0.00,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,46121,Todd County,SD,32.61,67.39,0.00,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,46121,Todd County,SD,33.00,67.00,0.00,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
20231226,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,46121,Todd County,SD,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,46121,Todd County,SD,90.14,9.86,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,46121,Todd County,SD,90.14,9.86,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,46121,Todd County,SD,90.14,9.86,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,46121,Todd County,SD,89.94,10.06,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,46121,Todd County,SD,95.56,4.44,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,46121,Todd County,SD,95.56,4.44,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,46121,Todd County,SD,95.56,4.44,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,46121,Todd County,SD,95.50,4.50,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,46121,Todd County,SD,94.97,5.03,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,46121,Todd County,SD,94.97,5.03,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,46121,Todd County,SD,95.06,4.94,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,46121,Todd County,SD,94.53,5.47,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,46121,Todd County,SD,26.19,73.81,4.77,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,46121,Todd County,SD,13.05,86.95,5.05,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,46121,Todd County,SD,13.05,86.95,5.05,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,46121,Todd County,SD,13.05,86.95,4.40,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,46121,Todd County,SD,0.00,100.00,9.34,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,46121,Todd County,SD,0.00,100.00,9.38,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,46121,Todd County,SD,0.00,100.00,9.38,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,46121,Todd County,SD,0.00,100.00,9.38,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,46121,Todd County,SD,0.00,100.00,0.58,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,46121,Todd County,SD,0.00,100.00,0.58,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,46121,Todd County,SD,0.00,100.00,0.58,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,46121,Todd County,SD,0.00,100.00,4.15,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,46121,Todd County,SD,0.00,100.00,4.15,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,46121,Todd County,SD,0.00,100.00,4.15,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,46121,Todd County,SD,0.00,100.00,4.16,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,46121,Todd County,SD,0.00,100.00,4.16,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,46121,Todd County,SD,0.00,100.00,4.16,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,46121,Todd County,SD,0.00,100.00,4.16,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2023-02-07,2023-02-13,1
20230131,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2023-01-31,2023-02-06,1
20230124,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2023-01-24,2023-01-30,1
20230117,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2023-01-17,2023-01-23,1
20230110,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2023-01-10,2023-01-16,1
20230103,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2023-01-03,2023-01-09,1
20221227,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2022-12-27,2023-01-02,1
20221220,46121,Todd County,SD,0.00,100.00,82.81,4.16,0.00,0.00,2022-12-20,2022-12-26,1
20221213,46121,Todd County,SD,0.00,100.00,100.00,82.81,4.34,0.00,2022-12-13,2022-12-19,1
20221206,46121,Todd County,SD,0.00,100.00,100.00,82.81,4.34,0.00,2022-12-06,2022-12-12,1
20221129,46121,Todd County,SD,0.00,100.00,100.00,82.81,4.34,0.00,2022-11-29,2022-12-05,1
20221122,46121,Todd County,SD,0.00,100.00,100.00,82.81,4.34,0.00,2022-11-22,2022-11-28,1
20221115,46121,Todd County,SD,0.00,100.00,100.00,82.81,4.34,0.00,2022-11-15,2022-11-21,1
20221108,46121,Todd County,SD,0.00,100.00,100.00,82.81,4.34,0.00,2022-11-08,2022-11-14,1
20221101,46121,Todd County,SD,0.00,100.00,100.00,82.70,4.34,0.00,2022-11-01,2022-11-07,1
20221025,46121,Todd County,SD,0.00,100.00,100.00,75.52,4.34,0.00,2022-10-25,2022-10-31,1
20221018,46121,Todd County,SD,0.00,100.00,100.00,75.52,4.34,0.00,2022-10-18,2022-10-24,1
20221011,46121,Todd County,SD,0.00,100.00,75.52,5.92,0.00,0.00,2022-10-11,2022-10-17,1
20221004,46121,Todd County,SD,0.00,100.00,75.52,4.29,0.00,0.00,2022-10-04,2022-10-10,1
20220927,46121,Todd County,SD,0.00,100.00,38.52,3.85,0.00,0.00,2022-09-27,2022-10-03,1
20220920,46121,Todd County,SD,0.00,100.00,38.52,3.47,0.00,0.00,2022-09-20,2022-09-26,1
20220913,46121,Todd County,SD,0.00,100.00,38.52,3.47,0.00,0.00,2022-09-13,2022-09-19,1
20220906,46121,Todd County,SD,0.00,100.00,38.47,3.47,0.00,0.00,2022-09-06,2022-09-12,1
20220830,46121,Todd County,SD,0.00,100.00,36.98,0.03,0.00,0.00,2022-08-30,2022-09-05,1
20220823,46121,Todd County,SD,0.00,100.00,36.98,0.00,0.00,0.00,2022-08-23,2022-08-29,1
20220816,46121,Todd County,SD,0.00,100.00,36.98,0.00,0.00,0.00,2022-08-16,2022-08-22,1
20220809,46121,Todd County,SD,0.00,100.00,37.44,0.00,0.00,0.00,2022-08-09,2022-08-15,1
20220802,46121,Todd County,SD,0.00,100.00,90.55,0.00,0.00,0.00,2022-08-02,2022-08-08,1
20220726,46121,Todd County,SD,0.00,100.00,90.53,0.00,0.00,0.00,2022-07-26,2022-08-01,1
20220719,46121,Todd County,SD,0.00,100.00,99.98,0.00,0.00,0.00,2022-07-19,2022-07-25,1
20220712,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-07-12,2022-07-18,1
20220705,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,46121,Todd County,SD,0.00,100.00,68.08,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,46121,Todd County,SD,0.00,100.00,68.08,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,46121,Todd County,SD,0.00,100.00,68.08,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,46121,Todd County,SD,0.00,100.00,88.41,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,46121,Todd County,SD,0.00,100.00,100.00,13.11,0.00,0.00,2022-05-24,2022-05-30,1
20220517,46121,Todd County,SD,0.00,100.00,100.00,13.11,0.00,0.00,2022-05-17,2022-05-23,1
20220510,46121,Todd County,SD,0.00,100.00,100.00,13.11,0.00,0.00,2022-05-10,2022-05-16,1
20220503,46121,Todd County,SD,0.00,100.00,100.00,21.74,0.00,0.00,2022-05-03,2022-05-09,1
20220426,46121,Todd County,SD,0.00,100.00,100.00,53.89,0.00,0.00,2022-04-26,2022-05-02,1
20220419,46121,Todd County,SD,0.00,100.00,100.00,50.68,0.00,0.00,2022-04-19,2022-04-25,1
20220412,46121,Todd County,SD,0.00,100.00,100.00,50.68,0.00,0.00,2022-04-12,2022-04-18,1
20220405,46121,Todd County,SD,0.00,100.00,100.00,50.68,0.00,0.00,2022-04-05,2022-04-11,1
20220329,46121,Todd County,SD,0.00,100.00,100.00,50.68,0.00,0.00,2022-03-29,2022-04-04,1
20220322,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220315,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220308,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220301,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220222,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220215,46121,Todd County,SD,0.00,100.00,100.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220208,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220201,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,1
20220125,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220118,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220111,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220104,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20211228,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-12-21,2021-12-27,1
20211214,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,1
20211207,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,1
20211130,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,1
20211123,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,46121,Todd County,SD,0.00,100.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,46121,Todd County,SD,0.00,100.00,0.01,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,46121,Todd County,SD,0.00,100.00,0.02,0.00,0.00,0.00,2021-09-21,2021-09-27,1
